127.0.0.1 - - [01/Jun/2013:01:34:42 +0200] "GET / HTTP/1.1" 404 962
127.0.0.1 - - [01/Jun/2013:01:34:44 +0200] "GET /Formations/WEB-INF/classes/fr/utbm/lo54project/controllers/AccueilController.java HTTP/1.1" 404 960
127.0.0.1 - - [01/Jun/2013:01:35:06 +0200] "GET /Formations/accueil HTTP/1.1" 200 2883
127.0.0.1 - - [01/Jun/2013:01:35:07 +0200] "GET /Formations/js/bootstrap.min.js HTTP/1.1" 200 31596
127.0.0.1 - - [01/Jun/2013:01:35:07 +0200] "GET /Formations/css/formationscss.css HTTP/1.1" 200 1058
127.0.0.1 - - [01/Jun/2013:01:35:07 +0200] "GET /Formations/js/jquery-1.9.1.min.js HTTP/1.1" 200 92629
127.0.0.1 - - [01/Jun/2013:01:35:07 +0200] "GET /Formations/css/bootstrap.min.css HTTP/1.1" 200 126461
127.0.0.1 - - [01/Jun/2013:01:35:07 +0200] "GET /Formations/img/banniere16.jpg HTTP/1.1" 200 189297
127.0.0.1 - - [01/Jun/2013:01:35:07 +0200] "GET /Formations/img/glyphicons-halflings.png HTTP/1.1" 200 12799
127.0.0.1 - - [01/Jun/2013:01:35:07 +0200] "GET /Formations/img/logo/logof3.jpg HTTP/1.1" 200 2254
127.0.0.1 - - [01/Jun/2013:01:35:31 +0200] "GET /Formations/formationsclient HTTP/1.1" 200 6550
127.0.0.1 - - [01/Jun/2013:01:35:31 +0200] "GET /Formations/js/chosen.jquery.js HTTP/1.1" 200 38496
127.0.0.1 - - [01/Jun/2013:01:35:31 +0200] "GET /Formations/css/chosen.css HTTP/1.1" 200 14887
127.0.0.1 - - [01/Jun/2013:01:35:31 +0200] "GET /Formations/js/jquery.chained.js HTTP/1.1" 200 2974
127.0.0.1 - - [01/Jun/2013:01:35:31 +0200] "GET /Formations/js/jquery.tablesorter.js HTTP/1.1" 200 40914
127.0.0.1 - - [01/Jun/2013:01:35:36 +0200] "GET /Formations/formations HTTP/1.1" 200 14719
